# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1909.0000 R_A393 500 4 626.0000 n3 n63 19 Y n3->n0->n2->n15->n63
1909.0000 A486 1000 4 935.0000 n56 n3 14 N n56->n45->n2->n0->n3
1910.0000 A487 1000 4 934.0000 n57 n3 14 N n57->n45->n2->n0->n3
1911.0000 A949 1000 3 11.0000 n19 n10 29 N n19->n8->n7->n10
1913.0000 A953 1000 2 5.0000 n23 n10 29 N n23->n7->n10
1914.0000 A952 1000 2 8.0000 n22 n9 29 N n22->n4->n9
1915.0000 R_A418 500 3 617.0000 n3 n88 19 Y n3->n0->n49->n88
1917.0000 R_A863 500 3 160.0000 n9 n33 27 Y n9->n4->n1->n33
1917.0000 R_A905 500 3 98.0000 n7 n75 28 Y n7->n3->n37->n75
1919.0000 R_A952 500 2 5.0000 n9 n22 29 Y n9->n4->n22
1919.0000 R_A871 500 3 152.0000 n9 n41 27 Y n9->n4->n1->n41
1921.0000 R_A872 500 5 120.0000 n8 n42 28 Y n8->n7->n3->n13->n35->n42
1922.0000 R_A427 500 3 615.0000 n3 n97 19 Y n3->n0->n78->n97
1923.0000 A922 1000 4 77.0000 n92 n8 28 N n92->n37->n3->n7->n8
1924.0000 A950 1000 3 22.0000 n20 n9 29 N n20->n17->n4->n9
1924.0000 R_A874 500 3 148.0000 n9 n44 27 Y n9->n4->n1->n44
1925.0000 R_A891 500 6 120.0000 n8 n61 28 Y n8->n7->n3->n13->n35->n36->n61
1928.0000 A948 1000 3 30.0000 n18 n8 29 N n18->n3->n7->n8
1928.0000 A943 1000 3 40.0000 n13 n10 29 N n13->n3->n7->n10
1929.0000 R_A950 500 3 5.0000 n9 n20 29 Y n9->n4->n17->n20
1933.0000 A479 1000 3 973.0000 n49 n4 13 N n49->n0->n1->n4
1936.0000 R_A953 500 2 23.0000 n10 n23 29 Y n10->n7->n23
1939.0000 R_A949 500 3 28.0000 n10 n19 29 Y n10->n7->n8->n19
1940.0000 A964 1000 4 10.0000 n34 n9 29 N n34->n20->n17->n4->n9
1946.0000 R_A401 500 4 619.0000 n3 n71 19 Y n3->n0->n2->n15->n71
1950.0000 A960 1000 3 28.0000 n30 n10 29 N n30->n3->n7->n10
1953.0000 A961 1000 3 29.0000 n31 n10 29 N n31->n3->n7->n10
1955.0000 A343 1000 4 1267.0000 n13 n4 8 N n13->n3->n0->n1->n4
1959.0000 A968 1000 4 21.0000 n38 n9 29 N n38->n28->n1->n4->n9
1963.0000 R_A964 500 4 23.0000 n9 n34 29 Y n9->n4->n17->n20->n34
1965.0000 A954 1000 3 55.0000 n24 n10 29 N n24->n3->n7->n10
1968.0000 R_A246 500 4 1088.0000 n2 n16 11 Y n2->n0->n1->n4->n16
1975.0000 A477 1000 4 1019.0000 n47 n5 13 N n47->n0->n1->n4->n5
1976.0000 A484 1000 4 1006.0000 n54 n5 13 N n54->n0->n1->n4->n5
1977.0000 R_A900 500 5 154.0000 n8 n70 27 Y n8->n7->n3->n18->n65->n70
1981.0000 R_A907 500 6 146.0000 n8 n77 27 Y n8->n7->n3->n18->n65->n70->n77
1983.0000 R_A912 500 6 116.0000 n8 n82 28 Y n8->n7->n3->n18->n65->n70->n82
1983.0000 R_A928 500 4 110.0000 n8 n98 28 Y n8->n7->n3->n84->n98
1988.0000 A969 1000 4 48.0000 n39 n9 29 N n39->n33->n1->n4->n9
1991.0000 A980 1000 5 29.0000 n50 n9 29 N n50->n39->n33->n1->n4->n9
1992.0000 A981 1000 4 28.0000 n51 n9 29 N n51->n11->n1->n4->n9
1996.0000 A326 1000 4 1342.0000 n96 n3 7 N n96->n4->n1->n0->n3
1996.0000 A978 1000 3 38.0000 n48 n9 29 N n48->n40->n4->n9
1997.0000 A990 1000 2 15.0000 n60 n9 29 N n60->n12->n9
1998.0000 R_A858 500 3 205.0000 n9 n28 26 Y n9->n4->n1->n28
2000.0000 R_A990 500 2 3.0000 n9 n60 29 Y n9->n12->n60
2003.0000 R_A978 500 3 7.0000 n9 n48 29 Y n9->n4->n40->n48
2006.0000 A445 1000 5 1114.0000 n15 n5 11 N n15->n2->n0->n1->n4->n5
2007.0000 R_A921 500 2 107.0000 n7 n91 28 Y n7->n3->n91
2007.0000 A360 1000 4 1285.0000 n30 n4 8 N n30->n3->n0->n1->n4
2009.0000 R_A268 500 4 1101.0000 n2 n38 11 Y n2->n0->n1->n28->n38
2013.0000 A473 1000 4 1065.0000 n43 n5 12 N n43->n0->n1->n4->n5
2014.0000 A995 1000 4 22.0000 n65 n8 29 N n65->n18->n3->n7->n8
2017.0000 A1002 1000 3 11.0000 n72 n10 29 N n72->n8->n7->n10
2022.0000 R_A1002 500 3 5.0000 n10 n72 29 Y n10->n7->n8->n72
2022.0000 R_A250 500 5 1111.0000 n2 n20 11 Y n2->n0->n1->n4->n17->n20
2025.0000 R_A919 500 3 176.0000 n9 n89 27 Y n9->n4->n1->n89
2027.0000 R_A430 500 2 716.0000 n18 n0 18 Y n18->n3->n0
2027.0000 A1005 1000 4 15.0000 n75 n8 29 N n75->n37->n3->n7->n8
2033.0000 R_A911 500 7 139.0000 n8 n81 27 Y n8->n7->n3->n18->n65->n70->n77->n81
2035.0000 R_A899 500 3 180.0000 n9 n69 27 Y n9->n4->n1->n69
2042.0000 A1013 1000 4 14.0000 n83 n7 29 N n83->n75->n37->n3->n7
2047.0000 A1014 1000 3 17.0000 n84 n10 29 N n84->n3->n7->n10
2047.0000 A1017 1000 3 11.0000 n87 n9 29 N n87->n76->n4->n9
2048.0000 R_A395 500 4 956.0000 n2 n65 14 Y n2->n0->n3->n18->n65
2050.0000 R_A1017 500 3 3.0000 n9 n87 29 Y n9->n4->n76->n87
2051.0000 A1009 1000 4 31.0000 n79 n9 29 N n79->n69->n1->n4->n9
2052.0000 A1003 1000 4 44.0000 n73 n9 29 N n73->n33->n1->n4->n9
2052.0000 A1021 1000 3 8.0000 n91 n8 29 N n91->n3->n7->n8
2054.0000 R_A281 500 4 1142.0000 n2 n51 10 Y n2->n0->n1->n11->n51
2058.0000 A994 1000 5 68.0000 n64 n9 28 N n64->n51->n11->n1->n4->n9
2058.0000 R_A924 500 4 155.0000 n8 n94 27 Y n8->n7->n3->n24->n94
2061.0000 A1023 1000 3 13.0000 n93 n10 29 N n93->n3->n7->n10
2064.0000 A1025 1000 3 12.0000 n95 n10 29 N n95->n3->n7->n10
2067.0000 A508 1000 4 1049.0000 n78 n5 12 N n78->n0->n1->n4->n5
2068.0000 A1030 1000 3 6.0000 n0 n57 29 N n0->n2->n45->n57
2070.0000 A939 1000 3 190.0000 n9 n11 26 N n9->n4->n1->n11
2071.0000 A935 1000 3 199.0000 n5 n11 26 N n5->n4->n1->n11
2079.0000 R_A922 500 4 156.0000 n8 n92 27 Y n8->n7->n3->n37->n92
2080.0000 A456 1000 5 1166.0000 n26 n5 10 N n26->n2->n0->n1->n4->n5
2089.0000 A630 1000 4 827.0000 n0 n70 16 N n0->n3->n18->n65->n70
2091.0000 R_A1030 500 3 23.0000 n57 n0 29 Y n57->n45->n2->n0
2091.0000 R_A943 500 3 163.0000 n10 n13 27 Y n10->n7->n3->n13
2092.0000 R_A948 500 3 164.0000 n8 n18 27 Y n8->n7->n3->n18
2092.0000 R_A960 500 3 142.0000 n10 n30 27 Y n10->n7->n3->n30
2093.0000 R_A280 500 5 1161.0000 n2 n50 10 Y n2->n0->n1->n33->n39->n50
2094.0000 R_A941 500 3 187.0000 n9 n11 26 Y n9->n4->n1->n11
2095.0000 A1035 1000 3 23.0000 n5 n12 29 N n5->n4->n9->n12
2096.0000 R_A961 500 3 143.0000 n10 n31 27 Y n10->n7->n3->n31
2097.0000 R_A954 500 3 132.0000 n10 n24 27 Y n10->n7->n3->n24
2104.0000 R_A133 500 3 1435.0000 n4 n3 6 Y n4->n1->n0->n3
2106.0000 R_A153 500 4 1413.0000 n1 n23 6 Y n1->n0->n3->n7->n23
2106.0000 R_A1035 500 3 11.0000 n12 n5 29 Y n12->n9->n4->n5
2108.0000 R_A279 500 2 1083.0000 n1 n49 11 Y n1->n0->n49
2111.0000 R_A149 500 5 1419.0000 n1 n19 6 Y n1->n0->n3->n7->n8->n19
2115.0000 A335 1000 4 1443.0000 n5 n3 5 N n5->n4->n1->n0->n3
2116.0000 R_A939 500 3 46.0000 n11 n9 29 Y n11->n1->n4->n9
2117.0000 A1055 1000 3 5.0000 n25 n10 29 N n25->n23->n7->n10
2118.0000 A459 1000 5 1198.0000 n29 n4 10 N n29->n15->n2->n0->n1->n4
2121.0000 R_A935 500 3 50.0000 n11 n5 29 Y n11->n1->n4->n5
2126.0000 A1051 1000 4 22.0000 n21 n10 29 N n21->n19->n8->n7->n10
2129.0000 R_A257 500 4 1196.0000 n2 n27 10 Y n2->n0->n1->n4->n27
2131.0000 R_A1055 500 3 14.0000 n10 n25 29 Y n10->n7->n23->n25
2133.0000 A1029 1000 4 73.0000 n99 n9 28 N n99->n33->n1->n4->n9
2133.0000 A1036 1000 4 59.0000 n6 n12 29 N n6->n1->n4->n9->n12
2135.0000 A1058 1000 2 17.0000 n28 n11 29 N n28->n1->n11
2139.0000 R_A1051 500 4 13.0000 n10 n21 29 Y n10->n7->n8->n19->n21
2149.0000 A1071 1000 2 5.0000 n41 n11 29 N n41->n1->n11
2151.0000 A1065 1000 4 19.0000 n35 n10 29 N n35->n13->n3->n7->n10
2153.0000 R_A404 500 4 724.0000 n3 n74 17 Y n3->n0->n2->n15->n74
2154.0000 A1066 1000 5 20.0000 n36 n10 29 N n36->n35->n13->n3->n7->n10
2156.0000 A527 1000 4 1100.0000 n97 n4 11 N n97->n78->n0->n1->n4
2158.0000 A1072 1000 5 12.0000 n42 n10 29 N n42->n35->n13->n3->n7->n10
2159.0000 R_A1058 500 2 24.0000 n11 n28 29 Y n11->n1->n28
2160.0000 A341 1000 3 1476.0000 n11 n3 5 N n11->n1->n0->n3
2169.0000 A1074 1000 2 19.0000 n44 n11 29 N n44->n1->n11
2173.0000 R_A995 500 4 159.0000 n8 n65 27 Y n8->n7->n3->n18->n65
2175.0000 R_A1071 500 2 26.0000 n11 n41 29 Y n11->n1->n41
2176.0000 A361 1000 4 1452.0000 n31 n4 5 N n31->n3->n0->n1->n4
2178.0000 R_A1005 500 4 151.0000 n8 n75 27 Y n8->n7->n3->n37->n75
2181.0000 A1082 1000 5 15.0000 n52 n10 29 N n52->n21->n19->n8->n7->n10
2184.0000 R_A410 500 4 735.0000 n3 n80 17 Y n3->n0->n2->n26->n80
2184.0000 A1062 1000 4 58.0000 n32 n9 29 N n32->n11->n1->n4->n9
2184.0000 R_A1014 500 3 137.0000 n10 n84 27 Y n10->n7->n3->n84
2186.0000 R_A1013 500 4 144.0000 n7 n83 27 Y n7->n3->n37->n75->n83
2186.0000 A346 1000 4 1492.0000 n16 n3 5 N n16->n4->n1->n0->n3
2187.0000 A1085 1000 4 15.0000 n55 n10 29 N n55->n19->n8->n7->n10
2187.0000 A350 1000 5 1485.0000 n20 n3 5 N n20->n17->n4->n1->n0->n3
2188.0000 R_A1082 500 5 7.0000 n10 n52 29 Y n10->n7->n8->n19->n21->n52
2190.0000 A352 1000 5 1484.0000 n22 n7 5 N n22->n4->n1->n0->n3->n7
2193.0000 R_A1021 500 3 141.0000 n8 n91 27 Y n8->n7->n3->n91
2194.0000 R_A1023 500 3 133.0000 n10 n93 27 Y n10->n7->n3->n93
2198.0000 R_A1025 500 3 134.0000 n10 n95 27 Y n10->n7->n3->n95
2199.0000 A1037 1000 2 123.0000 n7 n13 27 N n7->n3->n13
2199.0000 A405 1000 5 1387.0000 n75 n11 6 N n75->n37->n3->n0->n1->n11
2205.0000 R_A1085 500 4 18.0000 n10 n55 29 Y n10->n7->n8->n19->n55
2206.0000 R_A275 500 4 1219.0000 n4 n45 9 Y n4->n1->n0->n2->n45
2206.0000 A1092 1000 4 20.0000 n62 n10 29 N n62->n14->n8->n7->n10
2209.0000 R_A968 500 4 250.0000 n9 n38 25 Y n9->n4->n1->n28->n38
2211.0000 R_A1037 500 2 12.0000 n13 n7 29 Y n13->n3->n7
2212.0000 A1063 1000 2 84.0000 n33 n11 28 N n33->n1->n11
2214.0000 A518 1000 4 1176.0000 n88 n4 10 N n88->n49->n0->n1->n4
2214.0000 R_A1092 500 4 8.0000 n10 n62 29 Y n10->n7->n8->n14->n62
2219.0000 A1100 1000 5 17.0000 n70 n10 29 N n70->n65->n18->n3->n7->n10
2221.0000 R_A264 500 6 1269.0000 n2 n34 8 Y n2->n0->n1->n4->n17->n20->n34
2221.0000 A673 1000 3 873.0000 n43 n7 15 N n43->n0->n3->n7
2224.0000 R_A301 500 4 1125.0000 n1 n71 11 Y n1->n0->n2->n15->n71
2227.0000 A1099 1000 2 27.0000 n69 n11 29 N n69->n1->n11
2235.0000 A1107 1000 6 19.0000 n77 n10 29 N n77->n70->n65->n18->n3->n7->n10
2239.0000 R_A1074 500 2 70.0000 n11 n44 28 Y n11->n1->n44
2240.0000 R_A415 500 4 775.0000 n3 n85 17 Y n3->n0->n2->n45->n85
2241.0000 R_A1065 500 4 90.0000 n10 n35 28 Y n10->n7->n3->n13->n35
2246.0000 A357 1000 4 1530.0000 n27 n3 4 N n27->n4->n1->n0->n3
2247.0000 A1119 1000 2 7.0000 n89 n11 29 N n89->n1->n11
2255.0000 R_A1066 500 5 101.0000 n10 n36 28 Y n10->n7->n3->n13->n35->n36
2256.0000 R_A1072 500 5 98.0000 n10 n42 28 Y n10->n7->n3->n13->n35->n42
2257.0000 R_A1063 500 2 45.0000 n11 n33 29 Y n11->n1->n33
2258.0000 R_A1099 500 2 31.0000 n11 n69 29 Y n11->n1->n69
2259.0000 R_A1119 500 2 12.0000 n11 n89 29 Y n11->n1->n89
2259.0000 A1126 1000 2 5.0000 n96 n5 29 N n96->n4->n5
2261.0000 A368 1000 4 1523.0000 n38 n3 4 N n38->n28->n1->n0->n3
2264.0000 R_A969 500 4 276.0000 n9 n39 25 Y n9->n4->n1->n33->n39
2271.0000 R_A980 500 5 280.0000 n9 n50 25 Y n9->n4->n1->n33->n39->n50
2271.0000 A1124 1000 4 21.0000 n94 n10 29 N n94->n24->n3->n7->n10
2274.0000 R_A1126 500 2 15.0000 n5 n96 29 Y n5->n4->n96
2275.0000 R_A981 500 4 283.0000 n9 n51 25 Y n9->n4->n1->n11->n51
2278.0000 A1112 1000 6 52.0000 n82 n10 29 N n82->n70->n65->n18->n3->n7->n10
2283.0000 A573 1000 3 1135.0000 n43 n6 11 N n43->n0->n1->n6
2284.0000 A577 1000 3 1128.0000 n47 n6 11 N n47->n0->n1->n6
2285.0000 A1111 1000 7 61.0000 n81 n10 28 N n81->n77->n70->n65->n18->n3->n7->n10
2289.0000 A1128 1000 4 31.0000 n98 n10 29 N n98->n84->n3->n7->n10
2290.0000 R_A420 500 4 801.0000 n3 n90 16 Y n3->n0->n2->n15->n90
2300.0000 A1146 1000 3 6.0000 n16 n12 29 N n16->n4->n9->n12
2301.0000 A1131 1000 2 37.0000 n1 n5 29 N n1->n4->n5
2305.0000 A1091 1000 6 121.0000 n61 n10 27 N n61->n36->n35->n13->n3->n7->n10
2309.0000 A1147 1000 3 13.0000 n17 n12 29 N n17->n4->n9->n12
2312.0000 A413 1000 6 1484.0000 n83 n11 5 N n83->n75->n37->n3->n0->n1->n11
2317.0000 A1113 1000 5 89.0000 n83 n8 28 N n83->n75->n37->n3->n7->n8
2317.0000 R_A1146 500 3 17.0000 n12 n16 29 Y n12->n9->n4->n16
2318.0000 R_A1147 500 3 9.0000 n12 n17 29 Y n12->n9->n4->n17
2319.0000 A1122 1000 4 73.0000 n92 n10 28 N n92->n37->n3->n7->n10
2327.0000 R_A432 500 2 822.0000 n3 n2 16 Y n3->n0->n2
2331.0000 A1157 1000 3 15.0000 n27 n12 29 N n27->n4->n9->n12
2335.0000 A425 1000 4 1483.0000 n95 n4 5 N n95->n3->n0->n1->n4
2335.0000 A526 1000 5 1281.0000 n96 n45 8 N n96->n4->n1->n0->n2->n45
2337.0000 A684 1000 3 967.0000 n54 n7 13 N n54->n0->n3->n7
2338.0000 A1141 1000 4 54.0000 n11 n12 29 N n11->n1->n4->n9->n12
2342.0000 A414 1000 4 1512.0000 n84 n4 4 N n84->n3->n0->n1->n4
2343.0000 R_A1157 500 3 12.0000 n12 n27 29 Y n12->n9->n4->n27
2345.0000 A579 1000 4 1185.0000 n49 n5 10 N n49->n0->n1->n4->n5
2347.0000 A1168 1000 3 9.0000 n38 n11 29 N n38->n28->n1->n11
2351.0000 R_A1168 500 3 4.0000 n11 n38 29 Y n11->n1->n28->n38
2353.0000 A1169 1000 3 13.0000 n39 n11 29 N n39->n33->n1->n11
2353.0000 R_A1100 500 5 134.0000 n10 n70 27 Y n10->n7->n3->n18->n65->n70
2355.0000 R_A1107 500 6 120.0000 n10 n77 28 Y n10->n7->n3->n18->n65->n70->n77
2355.0000 A1158 1000 4 37.0000 n28 n12 29 N n28->n1->n4->n9->n12
2356.0000 A1167 1000 2 20.0000 n37 n7 29 N n37->n3->n7
2360.0000 A1170 1000 3 18.0000 n40 n12 29 N n40->n4->n9->n12
2362.0000 R_A1009 500 4 311.0000 n9 n79 24 Y n9->n4->n1->n69->n79
2365.0000 A596 1000 5 1171.0000 n66 n3 10 N n66->n57->n45->n2->n0->n3
2365.0000 R_A1003 500 4 313.0000 n9 n73 24 Y n9->n4->n1->n33->n73
2366.0000 A767 1000 3 830.0000 n37 n2 16 N n37->n3->n0->n2
2366.0000 A364 1000 6 1636.0000 n34 n3 2 N n34->n20->n17->n4->n1->n0->n3
2367.0000 A476 1000 5 1413.0000 n46 n4 6 N n46->n45->n2->n0->n1->n4
2374.0000 R_A994 500 5 316.0000 n9 n64 24 Y n9->n4->n1->n11->n51->n64
2375.0000 R_A1170 500 3 15.0000 n12 n40 29 Y n12->n9->n4->n40
2377.0000 A369 1000 4 1637.0000 n39 n3 2 N n39->n33->n1->n0->n3
2377.0000 A1148 1000 3 79.0000 n18 n10 28 N n18->n3->n7->n10
2377.0000 A1163 1000 4 49.0000 n33 n12 29 N n33->n1->n4->n9->n12
2377.0000 R_A1169 500 3 24.0000 n11 n39 29 Y n11->n1->n33->n39
2378.0000 A493 1000 5 1390.0000 n63 n4 6 N n63->n15->n2->n0->n1->n4
2383.0000 A1180 1000 4 21.0000 n50 n11 29 N n50->n39->n33->n1->n11
2384.0000 R_A1124 500 4 113.0000 n10 n94 28 Y n10->n7->n3->n24->n94
2387.0000 A584 1000 3 1217.0000 n54 n6 9 N n54->n0->n1->n6
2389.0000 A1138 1000 3 111.0000 n8 n13 28 N n8->n7->n3->n13
2389.0000 R_A270 500 4 1386.0000 n2 n40 6 Y n2->n0->n1->n4->n40
2391.0000 A1140 1000 3 109.0000 n10 n13 28 N n10->n7->n3->n13
2393.0000 A1194 1000 2 3.0000 n64 n11 29 N n64->n51->n11
2394.0000 R_A1112 500 6 116.0000 n10 n82 28 Y n10->n7->n3->n18->n65->n70->n82
2398.0000 R_A1194 500 2 5.0000 n11 n64 29 Y n11->n51->n64
2399.0000 A708 1000 3 981.0000 n78 n7 13 N n78->n0->n3->n7
2401.0000 A1188 1000 3 23.0000 n58 n12 29 N n58->n4->n9->n12
2403.0000 A1183 1000 3 35.0000 n53 n12 29 N n53->n4->n9->n12
2408.0000 A1195 1000 4 16.0000 n65 n10 29 N n65->n18->n3->n7->n10
2409.0000 A1197 1000 2 13.0000 n67 n12 29 N n67->n9->n12
2410.0000 A501 1000 5 1406.0000 n71 n4 6 N n71->n15->n2->n0->n1->n4
2412.0000 R_A1138 500 3 23.0000 n13 n8 29 Y n13->n3->n7->n8
2412.0000 R_A1180 500 4 29.0000 n11 n50 29 Y n11->n1->n33->n39->n50
2414.0000 A1171 1000 4 70.0000 n41 n12 28 N n41->n1->n4->n9->n12
2414.0000 A504 1000 5 1404.0000 n74 n4 6 N n74->n15->n2->n0->n1->n4
2417.0000 R_A1197 500 2 8.0000 n12 n67 29 Y n12->n9->n67
2418.0000 R_A1140 500 3 27.0000 n13 n10 29 Y n13->n3->n7->n10
2419.0000 R_A278 500 5 1399.0000 n2 n48 6 Y n2->n0->n1->n4->n40->n48
2419.0000 A1181 1000 5 55.0000 n51 n12 29 N n51->n11->n1->n4->n9->n12
2423.0000 R_A294 500 5 1396.0000 n2 n64 6 Y n2->n0->n1->n11->n51->n64
2424.0000 A1046 1000 3 330.0000 n16 n11 24 N n16->n4->n1->n11
2427.0000 A1206 1000 3 13.0000 n76 n12 29 N n76->n4->n9->n12
2429.0000 A1205 1000 4 17.0000 n75 n10 29 N n75->n37->n3->n7->n10
2431.0000 A1174 1000 4 81.0000 n44 n12 28 N n44->n1->n4->n9->n12
2431.0000 A1203 1000 3 23.0000 n73 n11 29 N n73->n33->n1->n11
2431.0000 A380 1000 5 1669.0000 n50 n3 2 N n50->n39->n33->n1->n0->n3
2434.0000 R_A1203 500 3 3.0000 n11 n73 29 Y n11->n1->n33->n73
2435.0000 A608 1000 3 1217.0000 n78 n6 9 N n78->n0->n1->n6
2436.0000 R_A1111 500 7 151.0000 n10 n81 27 Y n10->n7->n3->n18->n65->n70->n77->n81
2438.0000 A1216 1000 2 4.0000 n86 n12 29 N n86->n9->n12
2441.0000 A1047 1000 3 345.0000 n17 n11 24 N n17->n4->n1->n11
2442.0000 A1042 1000 4 356.0000 n12 n11 24 N n12->n9->n4->n1->n11
2443.0000 R_A1188 500 3 42.0000 n12 n58 29 Y n12->n9->n4->n58
2444.0000 R_A1183 500 3 41.0000 n12 n53 29 Y n12->n9->n4->n53
2445.0000 R_A1128 500 4 156.0000 n10 n98 27 Y n10->n7->n3->n84->n98
2446.0000 R_A1216 500 2 8.0000 n12 n86 29 Y n12->n9->n86
2448.0000 R_A283 500 4 1427.0000 n2 n53 6 Y n2->n0->n1->n4->n53
2450.0000 R_A288 500 4 1427.0000 n2 n58 6 Y n2->n0->n1->n4->n58
2451.0000 A510 1000 5 1429.0000 n80 n4 6 N n80->n26->n2->n0->n1->n4
2453.0000 R_A1113 500 5 136.0000 n8 n83 27 Y n8->n7->n3->n37->n75->n83
2457.0000 R_A1046 500 3 33.0000 n11 n16 29 Y n11->n1->n4->n16
2457.0000 A515 1000 5 1425.0000 n85 n4 6 N n85->n45->n2->n0->n1->n4
2458.0000 A1221 1000 3 14.0000 n91 n10 29 N n91->n3->n7->n10
2465.0000 A1229 1000 3 5.0000 n99 n11 29 N n99->n33->n1->n11
2467.0000 A1209 1000 3 47.0000 n79 n11 29 N n79->n69->n1->n11
2468.0000 R_A1091 500 6 163.0000 n10 n61 27 Y n10->n7->n3->n13->n35->n36->n61
2468.0000 R_A1167 500 2 112.0000 n7 n37 28 Y n7->n3->n37
2469.0000 R_A1122 500 4 150.0000 n10 n92 27 Y n10->n7->n3->n37->n92
2481.0000 A1199 1000 4 81.0000 n69 n12 28 N n69->n1->n4->n9->n12
2482.0000 A381 1000 4 1718.0000 n51 n3 1 N n51->n11->n1->n0->n3
2483.0000 R_A1206 500 3 56.0000 n12 n76 29 Y n12->n9->n4->n76
2483.0000 A370 1000 4 1741.0000 n40 n3 0 N n40->n4->n1->n0->n3
2490.0000 A545 1000 4 1398.0000 n15 n6 6 N n15->n2->n0->n1->n6
2495.0000 A520 1000 5 1453.0000 n90 n4 5 N n90->n15->n2->n0->n1->n4
2497.0000 A1240 1000 3 15.0000 n10 n14 29 N n10->n7->n8->n14
2497.0000 R_A1229 500 3 32.0000 n11 n99 29 Y n11->n1->n33->n99
2500.0000 A532 1000 4 1434.0000 n2 n5 6 N n2->n0->n1->n4->n5
2501.0000 R_A448 500 3 1212.0000 n2 n18 9 Y n2->n0->n3->n18
2503.0000 A1243 1000 4 15.0000 n13 n14 29 N n13->n3->n7->n8->n14
2504.0000 R_A1209 500 3 37.0000 n11 n79 29 Y n11->n1->n69->n79
2507.0000 A1057 1000 3 391.0000 n27 n11 23 N n27->n4->n1->n11
2509.0000 R_A1240 500 3 12.0000 n14 n10 29 Y n14->n8->n7->n10
2511.0000 A1070 1000 3 369.0000 n40 n11 23 N n40->n4->n1->n11
2514.0000 R_A1148 500 3 137.0000 n10 n18 27 Y n10->n7->n3->n18
2515.0000 A1250 1000 4 13.0000 n20 n12 29 N n20->n17->n4->n9->n12
2515.0000 R_A1036 500 4 382.0000 n12 n6 23 Y n12->n9->n4->n1->n6
2516.0000 A1252 1000 3 10.0000 n22 n12 29 N n22->n4->n9->n12
2516.0000 A730 1000 2 1054.0000 n0 n7 12 N n0->n3->n7
2517.0000 A423 1000 4 1669.0000 n93 n4 2 N n93->n3->n0->n1->n4
2517.0000 R_A1029 500 4 384.0000 n9 n99 23 Y n9->n4->n1->n33->n99
2521.0000 R_A290 500 6 1452.0000 n2 n60 5 Y n2->n0->n1->n4->n9->n12->n60
2522.0000 A645 1000 4 1230.0000 n15 n7 9 N n15->n2->n0->n3->n7
2523.0000 R_A1047 500 3 82.0000 n11 n17 28 Y n11->n1->n4->n17
2525.0000 A1219 1000 4 85.0000 n89 n12 28 N n89->n1->n4->n9->n12
2530.0000 R_A1252 500 3 14.0000 n12 n22 29 Y n12->n9->n4->n22
2531.0000 A1261 1000 2 7.0000 n31 n13 29 N n31->n3->n13
2532.0000 R_A1250 500 4 17.0000 n12 n20 29 Y n12->n9->n4->n17->n20
2534.0000 A1254 1000 2 24.0000 n24 n13 29 N n24->n3->n13
2535.0000 A1231 1000 2 71.0000 n1 n9 28 N n1->n4->n9
2537.0000 R_A1195 500 4 129.0000 n10 n65 27 Y n10->n7->n3->n18->n65
2540.0000 R_A1221 500 3 82.0000 n10 n91 28 Y n10->n7->n3->n91
2543.0000 R_A1205 500 4 114.0000 n10 n75 28 Y n10->n7->n3->n37->n75
2547.0000 A1083 1000 3 379.0000 n53 n11 23 N n53->n4->n1->n11
2548.0000 R_A530 500 3 879.0000 n65 n0 15 Y n65->n18->n3->n0
2552.0000 A1260 1000 2 30.0000 n30 n13 29 N n30->n3->n13
2552.0000 A1088 1000 3 374.0000 n58 n11 23 N n58->n4->n1->n11
2560.0000 A1244 1000 4 70.0000 n14 n13 28 N n14->n8->n7->n3->n13
2560.0000 R_A1042 500 4 118.0000 n11 n12 28 Y n11->n1->n4->n9->n12
2563.0000 A1253 1000 3 55.0000 n23 n13 29 N n23->n7->n3->n13
2563.0000 R_A297 500 5 1461.0000 n2 n67 5 Y n2->n0->n1->n4->n9->n67
2568.0000 R_A1057 500 3 61.0000 n11 n27 28 Y n11->n1->n4->n27
2573.0000 A1264 1000 5 43.0000 n34 n12 29 N n34->n20->n17->n4->n9->n12
2576.0000 A1267 1000 3 40.0000 n37 n8 29 N n37->n3->n7->n8
2576.0000 A394 1000 5 1786.0000 n64 n3 0 N n64->n51->n11->n1->n0->n3
2577.0000 A1278 1000 4 19.0000 n48 n12 29 N n48->n40->n4->n9->n12
2581.0000 A677 1000 3 1225.0000 n47 n7 9 N n47->n0->n3->n7
2582.0000 A656 1000 4 1268.0000 n26 n7 8 N n26->n2->n0->n3->n7
2585.0000 R_A1070 500 3 74.0000 n11 n40 28 Y n11->n1->n4->n40
2586.0000 R_A1062 500 4 402.0000 n9 n32 23 Y n9->n4->n1->n11->n32
2587.0000 R_A1243 500 4 84.0000 n14 n13 28 Y n14->n8->n7->n3->n13
2588.0000 A1249 1000 4 88.0000 n19 n13 28 N n19->n8->n7->n3->n13
2591.0000 A1262 1000 5 65.0000 n32 n12 28 N n32->n11->n1->n4->n9->n12
2600.0000 R_A1267 500 3 24.0000 n8 n37 29 Y n8->n7->n3->n37
2601.0000 R_A1264 500 5 28.0000 n12 n34 29 Y n12->n9->n4->n17->n20->n34
2601.0000 R_A1278 500 4 24.0000 n12 n48 29 Y n12->n9->n4->n40->n48
